ID,TANAP ID,Indexnr,Archief Amsterdam of Zeeland?,Deel,Folio-begin,Folio-eind,Scan-begin,Scan-Eind,Enkel gescanned of dubbel?,RGP Deel,RGP START,Jaar,Beschrijving,Datum,Datum (nummeriek),LINK naar eerste scan,Bestandsnaam van eerste scan,LINK naar laatste scan,Bestandsnaam van laatste scan,HTR van IJsberg beschikbaar?
822,98740,3684,A,,2144,2148,35,43,Enkel,,,1785,Origineeel secreete missive van generaal en raden tot Batavia aan de vergadering van 17 in dato 31 December 1785., 31 December 1785.,31-12-1785,https://www.nationaalarchief.nl/onderzoeken/archief/1.04.02/invnr/3684/file/NL-HaNA_1.04.02_3684_0035,NL-HaNA_1.04.02_3684_0035,https://www.nationaalarchief.nl/onderzoeken/archief/1.04.02/invnr/3684/file/NL-HaNA_1.04.02_3684_0043,NL-HaNA_1.04.02_3684_0043,FALSE
823,98798,3685,A,,2561,2562,233,235,Enkel,,,1785,Originele secrete missive van generaal en raden aan de vergadering van 17 in dato 6 December 1785., 6 December 1785.,6-12-1785,https://www.nationaalarchief.nl/onderzoeken/archief/1.04.02/invnr/3685/file/NL-HaNA_1.04.02_3685_0233,NL-HaNA_1.04.02_3685_0233,https://www.nationaalarchief.nl/onderzoeken/archief/1.04.02/invnr/3685/file/NL-HaNA_1.04.02_3685_0235,NL-HaNA_1.04.02_3685_0235,FALSE
824,99239,3706,A,,3,23,10,30,Dubbel,,,1786,Origineele missive van generaal en raden tot Batavia aan de vergadering van 17 in dato 25 April 1786., 25 April 1786.,25-04-1786,https://www.nationaalarchief.nl/onderzoeken/archief/1.04.02/invnr/3706/file/NL-HaNA_1.04.02_3706_0010,NL-HaNA_1.04.02_3706_0010,https://www.nationaalarchief.nl/onderzoeken/archief/1.04.02/invnr/3706/file/NL-HaNA_1.04.02_3706_0030,NL-HaNA_1.04.02_3706_0030,FALSE
825,99241,3706,A,,27,29,36,38,Dubbel,,,1786,Origineele secreete missive van generaal en raden tot Batavia aan de vergadering van 17 in dato 28 April 1786., 28 April 1786.,28-04-1786,https://www.nationaalarchief.nl/onderzoeken/archief/1.04.02/invnr/3706/file/NL-HaNA_1.04.02_3706_0036,NL-HaNA_1.04.02_3706_0036,https://www.nationaalarchief.nl/onderzoeken/archief/1.04.02/invnr/3706/file/NL-HaNA_1.04.02_3706_0038,NL-HaNA_1.04.02_3706_0038,FALSE
826,99252,3706,A,,158,159,183,184,Dubbel,,,1786,Secreete missive van generaal en raden van de vergadering van 17 in dato 11 Julij 1786., 11 Julij 1786.,11-07-1786,https://www.nationaalarchief.nl/onderzoeken/archief/1.04.02/invnr/3706/file/NL-HaNA_1.04.02_3706_0183,NL-HaNA_1.04.02_3706_0183,https://www.nationaalarchief.nl/onderzoeken/archief/1.04.02/invnr/3706/file/NL-HaNA_1.04.02_3706_0184,NL-HaNA_1.04.02_3706_0184,FALSE
827,99260,3706,A,,181,186,217,222,Dubbel,,,1786,Secreete origineele missive van generaal en raden tot Batavia aan de vergadering van 17 in dato 3 November 1786., 3 November 1786.,3-11-1786,https://www.nationaalarchief.nl/onderzoeken/archief/1.04.02/invnr/3706/file/NL-HaNA_1.04.02_3706_0217,NL-HaNA_1.04.02_3706_0217,https://www.nationaalarchief.nl/onderzoeken/archief/1.04.02/invnr/3706/file/NL-HaNA_1.04.02_3706_0222,NL-HaNA_1.04.02_3706_0222,FALSE
828,99262,3706,A,,230,233,273,278,Dubbel,,,1786,Origineele secreete missive van generaal en raden tot Batavia aan de vergadering van 17 in dato 22 Augustus 1786., 22 Augustus 1786.,22-08-1786,https://www.nationaalarchief.nl/onderzoeken/archief/1.04.02/invnr/3706/file/NL-HaNA_1.04.02_3706_0273,NL-HaNA_1.04.02_3706_0273,https://www.nationaalarchief.nl/onderzoeken/archief/1.04.02/invnr/3706/file/NL-HaNA_1.04.02_3706_0278,NL-HaNA_1.04.02_3706_0278,FALSE
829,99263,3707,A,,234,540,6,312,Dubbel,,,1786,"Originele generale missive geschreeven door hunne hoog edelheedens den gouverneur generaal en de raad van Indië te Batavia aan de wel edele hoog achtbaare heeren bewindhebberen ter vergadering van 17 gecommitteerd de generale Nederlandsche g'octroijeerde Oostindische Comp. representeerende ter praesidiale kamer te Amsterdam, gedateerd den 30 November 1786 [in de foliëring ontbreekt nummer 455, maar de tekst vertoont geen hiaten]."," den 30 November 1786 [in de foliëring ontbreekt nummer 455, maar de tekst vertoont geen hiaten].",30-11-1786ë455,https://www.nationaalarchief.nl/onderzoeken/archief/1.04.02/invnr/3707/file/NL-HaNA_1.04.02_3707_0006,NL-HaNA_1.04.02_3707_0006,https://www.nationaalarchief.nl/onderzoeken/archief/1.04.02/invnr/3707/file/NL-HaNA_1.04.02_3707_0312,NL-HaNA_1.04.02_3707_0312,FALSE
830,99402,3711,A,,1522,2212,7,704,Dubbel,,,1786,"Origineele generale missive geschreven door hunne hoog edelheeden den gouverneur generaal en de raaden van Indie te Batavia aan de wel edele hoog achtbare heeren bewindhebberen ter vergadering van zeventienen der gecommitteerde generale Nederlandsche geoctoijeerde Oostindische compagnie representeerende ter presidiale kamer te Amsterdam, gedateert den 31 December 1786.", den 31 December 1786.,31-12-1786,https://www.nationaalarchief.nl/onderzoeken/archief/1.04.02/invnr/3711/file/NL-HaNA_1.04.02_3711_0007,NL-HaNA_1.04.02_3711_0007,https://www.nationaalarchief.nl/onderzoeken/archief/1.04.02/invnr/3711/file/NL-HaNA_1.04.02_3711_0704,NL-HaNA_1.04.02_3711_0704,FALSE
831,99404,3712,A,,2229,2345,27,157,Dubbel,,,1786,"Origineele secrete missive van generaal en raden aan de vergadering van zeventienen in dato Batavia, den 31 December 1786, nevens bijlagen van gemelde brieff zijnde alle betrekkelijk de tekortkoming in de groote geldkas te Batavia door den gewezen heer titulair directeur generaal H. Breton."," Batavia, den 31 December 1786, nevens bijlagen van gemelde brieff zijnde alle betrekkelijk de tekortkoming in de groote geldkas te Batavia door den gewezen heer titulair directeur generaal H. Breton.",31-12-1786,https://www.nationaalarchief.nl/onderzoeken/archief/1.04.02/invnr/3712/file/NL-HaNA_1.04.02_3712_0027,NL-HaNA_1.04.02_3712_0027,https://www.nationaalarchief.nl/onderzoeken/archief/1.04.02/invnr/3712/file/NL-HaNA_1.04.02_3712_0157,NL-HaNA_1.04.02_3712_0157,FALSE
832,99405,3712,A,,2345,2376,159,201,Dubbel,,,1787,"Origineele secrete missive van gouverneur generaal en raden aan de vergadering van zeventienen in dato 2 Februarij 1787, neevens bijlagen gehoorende tot de voorschreeve brieff en zijnde betrekkelijk 's lands esquader in Indie onder commando van den heer kapitain Willem Silvester."," 2 Februarij 1787, neevens bijlagen gehoorende tot de voorschreeve brieff en zijnde betrekkelijk 's lands esquader in Indie onder commando van den heer kapitain Willem Silvester.",2-02-1787,https://www.nationaalarchief.nl/onderzoeken/archief/1.04.02/invnr/3712/file/NL-HaNA_1.04.02_3712_0159,NL-HaNA_1.04.02_3712_0159,https://www.nationaalarchief.nl/onderzoeken/archief/1.04.02/invnr/3712/file/NL-HaNA_1.04.02_3712_0201,NL-HaNA_1.04.02_3712_0201,FALSE
833,99480,3713,A,,2919,2921,363,365,Dubbel,,,1787,Originele missive van gouverneur generael ende raden van Indien aan de vergadering der seventiene van 6 Februarij 1787.,6 februarij 1787,6-02-1787,https://www.nationaalarchief.nl/onderzoeken/archief/1.04.02/invnr/3713/file/NL-HaNA_1.04.02_3713_0363,NL-HaNA_1.04.02_3713_0363,https://www.nationaalarchief.nl/onderzoeken/archief/1.04.02/invnr/3713/file/NL-HaNA_1.04.02_3713_0365,NL-HaNA_1.04.02_3713_0365,FALSE
834,100060,3739,A,,5,28,13,34,Dubbel,,,1787,Origineele missive van gouverneur generael ende raden van Indien aan de vergadering van 17 in dato 17 April 1787., 17 April 1787.,17-04-1787,https://www.nationaalarchief.nl/onderzoeken/archief/1.04.02/invnr/3739/file/NL-HaNA_1.04.02_3739_0013,NL-HaNA_1.04.02_3739_0013,https://www.nationaalarchief.nl/onderzoeken/archief/1.04.02/invnr/3739/file/NL-HaNA_1.04.02_3739_0034,NL-HaNA_1.04.02_3739_0034,FALSE
835,100062,3739,A,,33,39,42,48,Dubbel,,,1787,Origineele secreete missive van gouverneur generael ende raden van Indien aan de vergadering van 17 in dato 24 April 1787., 24 April 1787.,24-04-1787,https://www.nationaalarchief.nl/onderzoeken/archief/1.04.02/invnr/3739/file/NL-HaNA_1.04.02_3739_0042,NL-HaNA_1.04.02_3739_0042,https://www.nationaalarchief.nl/onderzoeken/archief/1.04.02/invnr/3739/file/NL-HaNA_1.04.02_3739_0048,NL-HaNA_1.04.02_3739_0048,FALSE
836,100068,3739,A,,65,66,83,84,Dubbel,,,1787,Originele missive van gouverneur generael ende raden van Indien aan de vergadering van 17 in dato 4 Meij 1787., 4 Meij 1787.,4-05-1787,https://www.nationaalarchief.nl/onderzoeken/archief/1.04.02/invnr/3739/file/NL-HaNA_1.04.02_3739_0083,NL-HaNA_1.04.02_3739_0083,https://www.nationaalarchief.nl/onderzoeken/archief/1.04.02/invnr/3739/file/NL-HaNA_1.04.02_3739_0084,NL-HaNA_1.04.02_3739_0084,FALSE
837,100072,3739,A,,87,89,107,109,Dubbel,,,1787,Originele missive van gouverneur generael ende raden van Indien aan de vergadering van 17 in dato 26 Junij 1787., 26 Junij 1787.,26-06-1787,https://www.nationaalarchief.nl/onderzoeken/archief/1.04.02/invnr/3739/file/NL-HaNA_1.04.02_3739_0107,NL-HaNA_1.04.02_3739_0107,https://www.nationaalarchief.nl/onderzoeken/archief/1.04.02/invnr/3739/file/NL-HaNA_1.04.02_3739_0109,NL-HaNA_1.04.02_3739_0109,FALSE
838,100086,3739,A,,160,173,188,199,Dubbel,,,1787,Originele missive van gouverneur generael ende raden van Indien aan de vergadering der seventiene 1 October 1787.,1 october 1787,1-10-1787,https://www.nationaalarchief.nl/onderzoeken/archief/1.04.02/invnr/3739/file/NL-HaNA_1.04.02_3739_0188,NL-HaNA_1.04.02_3739_0188,https://www.nationaalarchief.nl/onderzoeken/archief/1.04.02/invnr/3739/file/NL-HaNA_1.04.02_3739_0199,NL-HaNA_1.04.02_3739_0199,FALSE
839,100096,3740,A,,212,422,30,241,Dubbel,,,1787,Origineele missive van gouverneur generael ende raden van Indien aan de vergadering van 17 in dato 13 November 1787., 13 November 1787.,13-11-1787,https://www.nationaalarchief.nl/onderzoeken/archief/1.04.02/invnr/3740/file/NL-HaNA_1.04.02_3740_0030,NL-HaNA_1.04.02_3740_0030,https://www.nationaalarchief.nl/onderzoeken/archief/1.04.02/invnr/3740/file/NL-HaNA_1.04.02_3740_0241,NL-HaNA_1.04.02_3740_0241,FALSE
840,100105,3741,A,,626,632,233,239,Dubbel,,,1787,Secreete missive van generaal en raden aan de vergadering van 17 in dato 16 November 1787., 16 November 1787.,16-11-1787,https://www.nationaalarchief.nl/onderzoeken/archief/1.04.02/invnr/3741/file/NL-HaNA_1.04.02_3741_0233,NL-HaNA_1.04.02_3741_0233,https://www.nationaalarchief.nl/onderzoeken/archief/1.04.02/invnr/3741/file/NL-HaNA_1.04.02_3741_0239,NL-HaNA_1.04.02_3741_0239,FALSE
841,100710,3766,A,,11,15,20,25,Dubbel,,,1788,Origineele missive van den gouverneur generaal en de raaden van Indie aan de vergadering van zeventienen in dato 7 April 1788., 7 April 1788.,7-04-1788,https://www.nationaalarchief.nl/onderzoeken/archief/1.04.02/invnr/3766/file/NL-HaNA_1.04.02_3766_0020,NL-HaNA_1.04.02_3766_0020,https://www.nationaalarchief.nl/onderzoeken/archief/1.04.02/invnr/3766/file/NL-HaNA_1.04.02_3766_0025,NL-HaNA_1.04.02_3766_0025,FALSE
842,100711,3766,A,,16,24,26,34,Dubbel,,,1788,Secreete missive van den gouverneur generaal en de raaden van Indie aan de vergadering van zeventienen in dato 7 April 1788., 7 April 1788.,7-04-1788,https://www.nationaalarchief.nl/onderzoeken/archief/1.04.02/invnr/3766/file/NL-HaNA_1.04.02_3766_0026,NL-HaNA_1.04.02_3766_0026,https://www.nationaalarchief.nl/onderzoeken/archief/1.04.02/invnr/3766/file/NL-HaNA_1.04.02_3766_0034,NL-HaNA_1.04.02_3766_0034,FALSE
843,100717,3766,A,,39,57,56,74,Dubbel,,,1788,Origineele missive van den gouverneur generaal en raaden van Indie aan de vergadering van zeventienen in dato 22 Januarij 1788., 22 Januarij 1788.,22-01-1788,https://www.nationaalarchief.nl/onderzoeken/archief/1.04.02/invnr/3766/file/NL-HaNA_1.04.02_3766_0056,NL-HaNA_1.04.02_3766_0056,https://www.nationaalarchief.nl/onderzoeken/archief/1.04.02/invnr/3766/file/NL-HaNA_1.04.02_3766_0074,NL-HaNA_1.04.02_3766_0074,FALSE
844,100735,3767,A,,318,1339,7,1031,Dubbel,,,1787,Origineele missive van den gouverneur generaal en de raaden van Indie in dato 29 December 1787 aan de vergadering van zeventien., 29 December 1787 aan de vergadering van zeventien.,29-12-1787,https://www.nationaalarchief.nl/onderzoeken/archief/1.04.02/invnr/3767/file/NL-HaNA_1.04.02_3767_0007,NL-HaNA_1.04.02_3767_0007,https://www.nationaalarchief.nl/onderzoeken/archief/1.04.02/invnr/3767/file/NL-HaNA_1.04.02_3767_1031,NL-HaNA_1.04.02_3767_1031,FALSE
845,100736,3768,A,,1340,1352,8,20,Dubbel,,,1788,Origineele secreete missive van den gouverneur generaal en de raaden van Indie aan de vergadering van XVII in dato 26 Februarij 1788., 26 Februarij 1788.,26-02-1788,https://www.nationaalarchief.nl/onderzoeken/archief/1.04.02/invnr/3768/file/NL-HaNA_1.04.02_3768_0008,NL-HaNA_1.04.02_3768_0008,https://www.nationaalarchief.nl/onderzoeken/archief/1.04.02/invnr/3768/file/NL-HaNA_1.04.02_3768_0020,NL-HaNA_1.04.02_3768_0020,FALSE
846,100743,3768,A,,1482,1505,158,183,Dubbel,,,1788,Origineele missive van den gouverneur generaal en de raaden van Indie aan de vergadering van XVII in dato 3 Junij 1788., 3 Junij 1788.,3-06-1788,https://www.nationaalarchief.nl/onderzoeken/archief/1.04.02/invnr/3768/file/NL-HaNA_1.04.02_3768_0158,NL-HaNA_1.04.02_3768_0158,https://www.nationaalarchief.nl/onderzoeken/archief/1.04.02/invnr/3768/file/NL-HaNA_1.04.02_3768_0183,NL-HaNA_1.04.02_3768_0183,FALSE
847,100854,3772,A,,2623,2747,26,150,Dubbel,,,1788,Duplicaat missive van generaal en raaden aan de vergaderingh van 17 dato 31 October 1788., 31 October 1788.,31-10-1788,https://www.nationaalarchief.nl/onderzoeken/archief/1.04.02/invnr/3772/file/NL-HaNA_1.04.02_3772_0026,NL-HaNA_1.04.02_3772_0026,https://www.nationaalarchief.nl/onderzoeken/archief/1.04.02/invnr/3772/file/NL-HaNA_1.04.02_3772_0150,NL-HaNA_1.04.02_3772_0150,FALSE
848,100855,3772,A,,2748,2794,152,198,Dubbel,,,1788,Duplicaat secreete missive van generaal en raaden aan de vergaderingh van 17 dato 31 October 1788., 31 October 1788.,31-10-1788,https://www.nationaalarchief.nl/onderzoeken/archief/1.04.02/invnr/3772/file/NL-HaNA_1.04.02_3772_0152,NL-HaNA_1.04.02_3772_0152,https://www.nationaalarchief.nl/onderzoeken/archief/1.04.02/invnr/3772/file/NL-HaNA_1.04.02_3772_0198,NL-HaNA_1.04.02_3772_0198,FALSE
849,100951,3776,A,,3738,4826,6,1111,Dubbel,,,1788,Origineele missive van den gouverneur generaal en de raaden van Indie aan de vergadering van 17 in dato 30 December 1788., 30 December 1788.,30-12-1788,https://www.nationaalarchief.nl/onderzoeken/archief/1.04.02/invnr/3776/file/NL-HaNA_1.04.02_3776_0006,NL-HaNA_1.04.02_3776_0006,https://www.nationaalarchief.nl/onderzoeken/archief/1.04.02/invnr/3776/file/NL-HaNA_1.04.02_3776_1111,NL-HaNA_1.04.02_3776_1111,FALSE
850,100953,3777,A,,4854,4867,36,49,Dubbel,,,1789,Origineele missive van den gouverneur generaal ende raden van Indië aan de vergadering van 17 in dato 24 Februarij 1789., 24 Februarij 1789.,24-02-1789,https://www.nationaalarchief.nl/onderzoeken/archief/1.04.02/invnr/3777/file/NL-HaNA_1.04.02_3777_0036,NL-HaNA_1.04.02_3777_0036,https://www.nationaalarchief.nl/onderzoeken/archief/1.04.02/invnr/3777/file/NL-HaNA_1.04.02_3777_0049,NL-HaNA_1.04.02_3777_0049,FALSE
851,100954,3777,A,,4868,4887,52,71,Dubbel,,,1788,Origineele secreete missive van den gouverneur generaal ende raden van Indië aan de vergadering van 17 in dato 30 December 1788., 30 December 1788.,30-12-1788,https://www.nationaalarchief.nl/onderzoeken/archief/1.04.02/invnr/3777/file/NL-HaNA_1.04.02_3777_0052,NL-HaNA_1.04.02_3777_0052,https://www.nationaalarchief.nl/onderzoeken/archief/1.04.02/invnr/3777/file/NL-HaNA_1.04.02_3777_0071,NL-HaNA_1.04.02_3777_0071,FALSE
852,101046,3780,A,,6182,6186,163,167,Dubbel,,,1789,"Origineele secreete missive van gouverneur generaal Willem Arnold Alting en raaden aan de vergadering van seventiene, in dato 24 Maart 1789.", 24 Maart 1789.,24-03-1789,https://www.nationaalarchief.nl/onderzoeken/archief/1.04.02/invnr/3780/file/NL-HaNA_1.04.02_3780_0163,NL-HaNA_1.04.02_3780_0163,https://www.nationaalarchief.nl/onderzoeken/archief/1.04.02/invnr/3780/file/NL-HaNA_1.04.02_3780_0167,NL-HaNA_1.04.02_3780_0167,FALSE
853,101049,3780,A,,6235,6237,218,220,Dubbel,,,1789,"Origineele secreete missive van gouverneur generaal Willem Arnold Alting en raaden aan de vergadering van seventienen, in dato 5 Meij 1789.", 5 Meij 1789.,5-05-1789,https://www.nationaalarchief.nl/onderzoeken/archief/1.04.02/invnr/3780/file/NL-HaNA_1.04.02_3780_0218,NL-HaNA_1.04.02_3780_0218,https://www.nationaalarchief.nl/onderzoeken/archief/1.04.02/invnr/3780/file/NL-HaNA_1.04.02_3780_0220,NL-HaNA_1.04.02_3780_0220,FALSE
854,101052,3780,A,,6276,6279,269,272,Dubbel,,,1789,"Origineele missive van gouverneur generaal Willem Arnold Alting en raden aan de vergadering van seventiene te Amsterdam, in dato 16 Junij 1789.", 16 Junij 1789.,16-06-1789,https://www.nationaalarchief.nl/onderzoeken/archief/1.04.02/invnr/3780/file/NL-HaNA_1.04.02_3780_0269,NL-HaNA_1.04.02_3780_0269,https://www.nationaalarchief.nl/onderzoeken/archief/1.04.02/invnr/3780/file/NL-HaNA_1.04.02_3780_0272,NL-HaNA_1.04.02_3780_0272,FALSE
855,101053,3780,A,,6280,6310,275,305,Dubbel,,,1789,"Missive van gouverneur generaal Willem Arnold Alting en raden aan de vergadering van seventiene te Amsterdam, in dato 29 Meij 1789.", 29 Meij 1789.,29-05-1789,https://www.nationaalarchief.nl/onderzoeken/archief/1.04.02/invnr/3780/file/NL-HaNA_1.04.02_3780_0275,NL-HaNA_1.04.02_3780_0275,https://www.nationaalarchief.nl/onderzoeken/archief/1.04.02/invnr/3780/file/NL-HaNA_1.04.02_3780_0305,NL-HaNA_1.04.02_3780_0305,FALSE
856,101054,3780,A,,6311,6315,307,311,Dubbel,,,1789,"Secreete missive van gouverneur generaal Willem Arnold Alting en raden aan de vergadering van seventiene, in dato 29 Meij 1789.", 29 Meij 1789.,29-05-1789,https://www.nationaalarchief.nl/onderzoeken/archief/1.04.02/invnr/3780/file/NL-HaNA_1.04.02_3780_0307,NL-HaNA_1.04.02_3780_0307,https://www.nationaalarchief.nl/onderzoeken/archief/1.04.02/invnr/3780/file/NL-HaNA_1.04.02_3780_0311,NL-HaNA_1.04.02_3780_0311,FALSE
857,102173,3819,A,,5,8,27,33,Enkel,,,1789,Originele missive van den gouverneur generaal en raden van Indien aan de vergadering der heren seventiene in dato 6 October 1789., 6 October 1789.,6-10-1789,https://www.nationaalarchief.nl/onderzoeken/archief/1.04.02/invnr/3819/file/NL-HaNA_1.04.02_3819_0027,NL-HaNA_1.04.02_3819_0027,https://www.nationaalarchief.nl/onderzoeken/archief/1.04.02/invnr/3819/file/NL-HaNA_1.04.02_3819_0033,NL-HaNA_1.04.02_3819_0033,FALSE
858,102174,3819,A,,9,71,39,167,Enkel,,,1789,Originele missive van den gouverneur generaal en raden van Indien aan de vergadering der heren seventiene in dato 13 October 1789., 13 October 1789.,13-10-1789,https://www.nationaalarchief.nl/onderzoeken/archief/1.04.02/invnr/3819/file/NL-HaNA_1.04.02_3819_0039,NL-HaNA_1.04.02_3819_0039,https://www.nationaalarchief.nl/onderzoeken/archief/1.04.02/invnr/3819/file/NL-HaNA_1.04.02_3819_0167,NL-HaNA_1.04.02_3819_0167,FALSE
859,102190,3819,A,,118,121,281,287,Enkel,,,1789,Originele secrete missive van generaal en raden aan de vergadering van 17 in dato 23 October 1789., 23 October 1789.,23-10-1789,https://www.nationaalarchief.nl/onderzoeken/archief/1.04.02/invnr/3819/file/NL-HaNA_1.04.02_3819_0281,NL-HaNA_1.04.02_3819_0281,https://www.nationaalarchief.nl/onderzoeken/archief/1.04.02/invnr/3819/file/NL-HaNA_1.04.02_3819_0287,NL-HaNA_1.04.02_3819_0287,FALSE
860,102192,3819,A,,125,142,299,337,Enkel,,,1789,Originele secrete missive van generaal en raaden aan de vergadering van 17 in dato 7 December 1789., 7 December 1789.,7-12-1789,https://www.nationaalarchief.nl/onderzoeken/archief/1.04.02/invnr/3819/file/NL-HaNA_1.04.02_3819_0299,NL-HaNA_1.04.02_3819_0299,https://www.nationaalarchief.nl/onderzoeken/archief/1.04.02/invnr/3819/file/NL-HaNA_1.04.02_3819_0337,NL-HaNA_1.04.02_3819_0337,FALSE
861,102193,3819,A,,143,145,343,347,Enkel,,,1789,Originele secrete missive van generaal en raaden aan de vergadering van 17 in dato 7 December 1789., 7 December 1789.,7-12-1789,https://www.nationaalarchief.nl/onderzoeken/archief/1.04.02/invnr/3819/file/NL-HaNA_1.04.02_3819_0343,NL-HaNA_1.04.02_3819_0343,https://www.nationaalarchief.nl/onderzoeken/archief/1.04.02/invnr/3819/file/NL-HaNA_1.04.02_3819_0347,NL-HaNA_1.04.02_3819_0347,FALSE
862,102194,3819,A,,146,160,351,383,Enkel,,,1789,Originele missive van generaal en raaden aan de vergadering van 17 in dato 7 December 1789., 7 December 1789.,7-12-1789,https://www.nationaalarchief.nl/onderzoeken/archief/1.04.02/invnr/3819/file/NL-HaNA_1.04.02_3819_0351,NL-HaNA_1.04.02_3819_0351,https://www.nationaalarchief.nl/onderzoeken/archief/1.04.02/invnr/3819/file/NL-HaNA_1.04.02_3819_0383,NL-HaNA_1.04.02_3819_0383,FALSE
863,102209,3819,A,,195,214,481,519,Enkel,,,1789,Originele secreete missive van generaal en raaden aan de vergadering van 17 in dato 6 October 1789., 6 October 1789.,6-10-1789,https://www.nationaalarchief.nl/onderzoeken/archief/1.04.02/invnr/3819/file/NL-HaNA_1.04.02_3819_0481,NL-HaNA_1.04.02_3819_0481,https://www.nationaalarchief.nl/onderzoeken/archief/1.04.02/invnr/3819/file/NL-HaNA_1.04.02_3819_0519,NL-HaNA_1.04.02_3819_0519,FALSE
864,102210,3819,A,,215,253,525,605,Enkel,,,1789,Originele secreete missive van generaal en raaden aan de vergadering van 17 in dato 15 October 1789 met een postscriptum., 15 October 1789 met een postscriptum.,15-10-1789,https://www.nationaalarchief.nl/onderzoeken/archief/1.04.02/invnr/3819/file/NL-HaNA_1.04.02_3819_0525,NL-HaNA_1.04.02_3819_0525,https://www.nationaalarchief.nl/onderzoeken/archief/1.04.02/invnr/3819/file/NL-HaNA_1.04.02_3819_0605,NL-HaNA_1.04.02_3819_0605,FALSE
865,102245,3820,A,,381,589,49,470,Enkel,,,1789,Originele generaale missive van generaal en raaden aan de vergadering van 17 in dato 15 October 1789., 15 October 1789.,15-10-1789,https://www.nationaalarchief.nl/onderzoeken/archief/1.04.02/invnr/3820/file/NL-HaNA_1.04.02_3820_0049,NL-HaNA_1.04.02_3820_0049,https://www.nationaalarchief.nl/onderzoeken/archief/1.04.02/invnr/3820/file/NL-HaNA_1.04.02_3820_0470,NL-HaNA_1.04.02_3820_0470,FALSE
866,102333,3823,A,,1119,2456,8,1357,Dubbel,,,1789,Originele generaale missive van generaal en raaden tot Batavia aan de vergadering van 17 in dato 31 December 1789., 31 December 1789.,31-12-1789,https://www.nationaalarchief.nl/onderzoeken/archief/1.04.02/invnr/3823/file/NL-HaNA_1.04.02_3823_0008,NL-HaNA_1.04.02_3823_0008,https://www.nationaalarchief.nl/onderzoeken/archief/1.04.02/invnr/3823/file/NL-HaNA_1.04.02_3823_1357,NL-HaNA_1.04.02_3823_1357,FALSE
867,102334,3824,A,,2457,2459,25,29,Enkel,,,1790,Originele missive van generaal en raaden tot Batavia aan de vergadering van 17 in dato 23 Februarij 1790., 23 Februarij 1790.,23-02-1790,https://www.nationaalarchief.nl/onderzoeken/archief/1.04.02/invnr/3824/file/NL-HaNA_1.04.02_3824_0025,NL-HaNA_1.04.02_3824_0025,https://www.nationaalarchief.nl/onderzoeken/archief/1.04.02/invnr/3824/file/NL-HaNA_1.04.02_3824_0029,NL-HaNA_1.04.02_3824_0029,FALSE
868,102335,3824,A,,2460,2472,33,57,Enkel,,,1790,Originele secreete missive van generaal en raaden tot Batavia aan de vergadering van 17 in dato 19 Februarij 1790., 19 Februarij 1790.,19-02-1790,https://www.nationaalarchief.nl/onderzoeken/archief/1.04.02/invnr/3824/file/NL-HaNA_1.04.02_3824_0033,NL-HaNA_1.04.02_3824_0033,https://www.nationaalarchief.nl/onderzoeken/archief/1.04.02/invnr/3824/file/NL-HaNA_1.04.02_3824_0057,NL-HaNA_1.04.02_3824_0057,FALSE
869,102482,3826,A,,3420,3423,33,37,Enkel,,,1790,Origineele gemeene missive van den gouverneur generaal benevens den raaden van India aan de vergadering van zeventienen in dato 18 Meij 1790., 18 Meij 1790.,18-05-1790,https://www.nationaalarchief.nl/onderzoeken/archief/1.04.02/invnr/3826/file/NL-HaNA_1.04.02_3826_0033,NL-HaNA_1.04.02_3826_0033,https://www.nationaalarchief.nl/onderzoeken/archief/1.04.02/invnr/3826/file/NL-HaNA_1.04.02_3826_0037,NL-HaNA_1.04.02_3826_0037,FALSE
870,102483,3826,A,,3424,3443,43,81,Enkel,,,1790,Origineele secrete missive van den gouverneur generaal benevens den raaden van India aan de vergadering van zeventienen in dato 18 Meij 1790., 18 Meij 1790.,18-05-1790,https://www.nationaalarchief.nl/onderzoeken/archief/1.04.02/invnr/3826/file/NL-HaNA_1.04.02_3826_0043,NL-HaNA_1.04.02_3826_0043,https://www.nationaalarchief.nl/onderzoeken/archief/1.04.02/invnr/3826/file/NL-HaNA_1.04.02_3826_0081,NL-HaNA_1.04.02_3826_0081,FALSE
871,102492,3826,A,,3640,3644,331,339,Enkel,,,1790,Origineele missive van den gouverneur generaal en de raden van Indie aan de vergadering van zeventienen in dato 27 Julij 1790., 27 Julij 1790.,27-07-1790,https://www.nationaalarchief.nl/onderzoeken/archief/1.04.02/invnr/3826/file/NL-HaNA_1.04.02_3826_0331,NL-HaNA_1.04.02_3826_0331,https://www.nationaalarchief.nl/onderzoeken/archief/1.04.02/invnr/3826/file/NL-HaNA_1.04.02_3826_0339,NL-HaNA_1.04.02_3826_0339,FALSE
872,102493,3826,A,,3645,3679,343,407,Enkel,,,1790,Origineele secreete missive van den gouverneur generaal en de raden van Indie aan de vergadering van zeventienen in dato 27 Julij 1790., 27 Julij 1790.,27-07-1790,https://www.nationaalarchief.nl/onderzoeken/archief/1.04.02/invnr/3826/file/NL-HaNA_1.04.02_3826_0343,NL-HaNA_1.04.02_3826_0343,https://www.nationaalarchief.nl/onderzoeken/archief/1.04.02/invnr/3826/file/NL-HaNA_1.04.02_3826_0407,NL-HaNA_1.04.02_3826_0407,FALSE
